City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
211,Avarua,CK,2022-02-01 20:26:01,-21.2078,-159.775,82.45,78,75,11.5,broken clouds
212,Ancud,CL,2022-02-01 20:21:58,-41.8697,-73.8203,67.23,79,100,8.72,overcast clouds
213,Zhangye,CN,2022-02-01 20:26:17,38.9342,100.4517,18.95,30,73,3.71,broken clouds
214,Shimoda,JP,2022-02-01 20:26:17,34.6667,138.95,37.11,62,0,19.86,clear sky
215,Quatre Cocos,MU,2022-02-01 20:22:59,-20.2078,57.7625,78.91,91,100,29.28,moderate rain
216,Bonthe,SL,2022-02-01 20:26:18,7.5264,-12.505,79.29,82,52,11.48,broken clouds
217,Salihli,TR,2022-02-01 20:26:18,38.4826,28.1477,47.08,81,99,6.46,overcast clouds
218,College,US,2022-02-01 20:26:18,64.8569,-147.8028,-0.74,74,20,0.0,few clouds
219,Coahuayana,MX,2022-02-01 20:26:19,18.7333,-103.6833,87.28,36,0,7.11,clear sky
220,Pandan Niog,PH,2022-02-01 20:26:19,6.2282,120.5631,81.54,79,90,12.8,overcast clouds
221,Benjamin Constant,BR,2022-02-01 20:26:20,-4.3831,-70.0311,89.73,78,40,4.61,scattered clouds
222,Sundumbili,ZA,2022-02-01 20:26:20,-29.1337,31.3975,77.31,85,100,10.29,overcast clouds
223,Kuldiga,LV,2022-02-01 20:26:20,56.974,21.9572,22.69,93,100,4.21,overcast clouds
224,Yemtsa,RU,2022-02-01 20:26:20,63.0734,40.3329,13.8,95,100,5.84,light snow
225,Monrovia,LR,2022-02-01 20:27:21,6.3005,-10.7969,80.37,81,65,9.4,broken clouds
226,Barra Do Garcas,BR,2022-02-01 20:27:21,-15.89,-52.2567,75.78,100,75,3.02,light rain
227,Sunrise Manor,US,2022-02-01 20:27:22,36.2111,-115.0731,60.44,20,20,13.8,few clouds
228,Tual,ID,2022-02-01 20:27:13,-5.6667,132.75,81.54,78,96,9.26,overcast clouds
229,Buala,SB,2022-02-01 20:27:22,-8.145,159.5921,80.74,84,100,6.4,light rain
230,Tomatlan,MX,2022-02-01 20:25:34,19.9333,-105.25,90.99,20,0,11.79,clear sky
231,Limbe,CM,2022-02-01 20:27:22,4.0242,9.2149,81.45,68,25,6.55,scattered clouds
232,Florence,IT,2022-02-01 20:24:04,43.7667,11.25,47.3,48,0,5.75,clear sky
233,Tromso,NO,2022-02-01 20:27:23,69.6496,18.957,19.42,68,0,4.61,clear sky
234,Changping,CN,2022-02-01 20:27:23,40.2186,116.2197,11.84,32,0,6.46,clear sky
235,Astoria,US,2022-02-01 20:27:23,46.1879,-123.8313,45.93,79,87,5.01,overcast clouds
236,Labuhan,ID,2022-02-01 20:27:24,-6.8844,112.2051,77.02,89,93,5.97,overcast clouds
237,Chazuta,PE,2022-02-01 20:27:24,-6.5742,-76.1367,90.45,42,67,6.13,broken clouds
238,Constitucion,CL,2022-02-01 20:27:24,-35.3333,-72.4167,67.37,63,5,7.47,clear sky
239,Uddevalla,SE,2022-02-01 20:27:25,58.3478,11.9424,31.98,93,100,4.54,overcast clouds
240,San Carlos De Bariloche,AR,2022-02-01 20:27:25,-41.1456,-71.3082,77.45,37,0,26.46,clear sky
241,Turochak,RU,2022-02-01 20:27:25,52.2576,87.1224,1.4,100,90,2.51,overcast clouds
242,Terpinnya,UA,2022-02-01 20:27:26,46.9697,35.4197,34.38,90,100,6.29,overcast clouds
243,Baiyin,CN,2022-02-01 20:27:26,36.5583,104.2081,7.68,41,89,0.31,overcast clouds
244,Faya,SA,2022-02-01 20:25:55,18.3851,42.4509,55.92,70,5,6.93,clear sky
245,Imbituba,BR,2022-02-01 20:27:26,-28.24,-48.6703,80.49,78,54,8.99,broken clouds
246,Alofi,NU,2022-02-01 20:24:50,-19.0595,-169.9187,80.49,74,40,4.61,scattered clouds
247,Christchurch,NZ,2022-02-01 20:24:14,-43.5333,172.6333,75.47,65,100,1.01,overcast clouds
248,Kirakira,SB,2022-02-01 20:27:27,-10.4544,161.9205,79.61,84,88,3.98,moderate rain
249,Dunedin,NZ,2022-02-01 20:25:31,-45.8742,170.5036,64.49,74,100,9.8,overcast clouds
250,Puerto Escondido,MX,2022-02-01 20:27:27,15.85,-97.0667,86.83,66,0,17.27,clear sky
251,Rabaul,PG,2022-02-01 20:27:27,-4.1967,152.1721,79.14,81,100,9.98,light rain
252,Port-Gentil,GA,2022-02-01 20:27:28,-0.7193,8.7815,82.36,83,40,9.22,scattered clouds
253,Archidona,ES,2022-02-01 20:27:28,37.0965,-4.3887,49.82,80,0,3.87,clear sky
254,Port Blair,IN,2022-02-01 20:27:28,11.6667,92.75,74.91,73,7,3.56,clear sky
255,Podgornoye,RU,2022-02-01 20:27:29,51.735,39.1496,28.62,74,0,8.95,clear sky
256,Stornoway,GB,2022-02-01 20:27:29,58.2093,-6.3865,42.76,86,75,3.0,broken clouds
257,Salinopolis,BR,2022-02-01 20:27:29,-0.6136,-47.3561,81.27,79,79,11.83,broken clouds
258,Wanning,CN,2022-02-01 20:27:30,18.8003,110.3967,67.96,92,95,6.69,overcast clouds
259,Sayyan,YE,2022-02-01 20:27:30,15.1718,44.3244,57.07,33,58,5.66,broken clouds
260,Sao Felix Do Xingu,BR,2022-02-01 20:27:30,-6.6447,-51.995,79.93,72,96,2.33,overcast clouds
